transaction_id,customer_id,receiver_id, amount ,transaction_date,transaction_time,device_type,status,is_fraud,day_type
TXN00072,CUST0204,RECV0008,484.79,12-06-2026,19:28:11,IOS,SUCCESSFUL,0,Weekday
TXN00073,CUST0180,RECV0034,902.52,30-03-2026,02:18:01,WEB,SUCCESSFUL,0,Weekday
TXN00074,CUST0110,RECV0053,121.54,26-02-2026,16:01:55,IOS,SUCCESSFUL,0,Weekday
TXN00075,CUST0005,RECV0045,1783.4,02-05-2026,07:16:38,ANDROID,SUCCESSFUL,0,Weekend
TXN00076,CUST0141,RECV0090,788.55,19-04-2026,14:19:43,ANDROID,SUCCESSFUL,0,Weekend
TXN00077,CUST0204,RECV0013,1969.35,30-05-2026,17:41:38,IOS,SUCCESSFUL,0,Weekend
TXN00078,CUST0056,RECV0034,926.2,04-05-2026,08:41:45,IOS,SUCCESSFUL,0,Weekday
TXN00079,CUST0153,RECV0148,2110.08,18-02-2026,12:42:20,WEB,SUCCESSFUL,0,Weekday
TXN00080,CUST0014,RECV0076,799.63,17-06-2026,12:24:47,IOS,FAILED,0,Weekday
TXN00081,CUST0098,RECV0057,593.68,29-03-2026,15:58:42,WEB,SUCCESSFUL,0,Weekend
TXN00082,CUST0088,RECV0047,1283.46,18-06-2026,04:47:16,IOS,SUCCESSFUL,0,Weekday
TXN00083,CUST0094,RECV0023,2174.99,24-06-2026,23:55:19,ANDROID,SUCCESSFUL,0,Weekday
TXN00084,CUST0191,RECV0119,820.81,08-03-2026,01:55:40,IOS,SUCCESSFUL,0,Weekend
TXN00085,CUST0037,RECV0129,14353.59,01-05-2026,09:26:03,WEB,SUCCESSFUL,1,Weekday
TXN00086,CUST0071,RECV0012,121.95,21-02-2026,04:20:55,IOS,SUCCESSFUL,0,Weekend
TXN00087,CUST0250,RECV0046,1024.15,27-03-2026,00:28:17,ANDROID,SUCCESSFUL,0,Weekday
TXN00088,CUST0082,RECV0023,6222.19,06-05-2026,20:27:25,IOS,SUCCESSFUL,0,Weekday
TXN00089,CUST0197,RECV0148,1479.22,02-01-2026,10:48:53,ANDROID,SUCCESSFUL,0,Weekday
TXN00090,CUST0003,RECV0058,1041.31,10-06-2026,09:08:06,IOS,SUCCESSFUL,0,Weekday
TXN00091,CUST0157,RECV0073,1562.96,12-02-2026,14:46:33,IOS,SUCCESSFUL,0,Weekday
TXN00092,CUST0223,RECV0088,1594.12,25-06-2026,11:48:12,IOS,SUCCESSFUL,0,Weekday
TXN00093,CUST0010,RECV0141,3732.69,28-02-2026,05:07:23,WEB,SUCCESSFUL,1,Weekend
TXN00094,CUST0193,RECV0013,295.9,13-06-2026,01:42:06,WEB,SUCCESSFUL,0,Weekend
TXN00095,CUST0025,RECV0088,567.87,26-06-2026,08:30:44,WEB,SUCCESSFUL,0,Weekday
TXN00096,CUST0005,RECV0026,1613.83,19-03-2026,19:38:44,IOS,SUCCESSFUL,0,Weekday
TXN00097,CUST0061,RECV0087,3682.91,14-03-2026,06:49:16,WEB,SUCCESSFUL,0,Weekend
TXN00098,CUST0184,RECV0073,1535.42,15-04-2026,22:59:30,ANDROID,SUCCESSFUL,0,Weekday
TXN00099,CUST0007,RECV0087,540.67,21-06-2026,15:09:05,WEB,SUCCESSFUL,0,Weekend
TXN00100,CUST0052,RECV0117,2100.11,07-03-2026,08:29:03,IOS,SUCCESSFUL,0,Weekend
TXN00101,CUST0021,RECV0081,2474.1,16-03-2026,03:54:48,ANDROID,SUCCESSFUL,0,Weekday
TXN00102,CUST0071,RECV0085,539.81,19-06-2026,19:17:56,IOS,SUCCESSFUL,0,Weekday
TXN00103,CUST0176,RECV0125,903.88,16-02-2026,12:44:54,IOS,SUCCESSFUL,0,Weekday
TXN00104,CUST0086,RECV0118,4825.87,29-01-2026,03:26:58,ANDROID,SUCCESSFUL,1,Weekday
TXN00105,CUST0225,RECV0092,1285.33,16-02-2026,23:57:08,WEB,SUCCESSFUL,0,Weekday
TXN00106,CUST0058,RECV0017,938.61,16-04-2026,00:45:55,IOS,SUCCESSFUL,0,Weekday
TXN00107,CUST0115,RECV0133,685.94,21-06-2026,19:06:27,WEB,SUCCESSFUL,0,Weekend
TXN00108,CUST0247,RECV0099,239.62,30-03-2026,19:03:00,WEB,SUCCESSFUL,0,Weekday
TXN00109,CUST0259,RECV0043,369.86,01-05-2026,10:17:03,ANDROID,SUCCESSFUL,1,Weekday
TXN00110,CUST0194,RECV0021,5779.51,14-04-2026,14:05:54,WEB,SUCCESSFUL,0,Weekday
TXN00111,CUST0061,RECV0005,3430.86,08-05-2026,01:35:35,IOS,FAILED,0,Weekday
TXN00112,CUST0156,RECV0117,839.04,11-05-2026,01:52:14,IOS,SUCCESSFUL,0,Weekday
TXN00113,CUST0243,RECV0116,5705.48,18-06-2026,07:00:21,WEB,SUCCESSFUL,0,Weekday
TXN00114,CUST0150,RECV0028,3808.19,21-05-2026,22:47:46,ANDROID,SUCCESSFUL,1,Weekday
TXN00115,CUST0101,RECV0125,3891.73,18-02-2026,22:21:06,ANDROID,SUCCESSFUL,1,Weekday
TXN00116,CUST0064,RECV0130,1272.73,26-04-2026,00:33:47,IOS,FAILED,0,Weekend
TXN00117,CUST0248,RECV0046,206.52,11-05-2026,23:52:08,ANDROID,SUCCESSFUL,0,Weekday
TXN00118,CUST0165,RECV0108,223.13,10-05-2026,07:17:25,WEB,SUCCESSFUL,0,Weekend
TXN00119,CUST0232,RECV0012,1710.34,04-02-2026,16:19:53,WEB,SUCCESSFUL,0,Weekday
TXN00120,CUST0112,RECV0118,1502.19,21-02-2026,21:08:45,IOS,SUCCESSFUL,0,Weekend
TXN00121,CUST0258,RECV0083,480.53,19-05-2026,17:30:37,IOS,SUCCESSFUL,0,Weekday
TXN00122,CUST0214,RECV0137,5310.28,22-06-2026,00:33:06,IOS,FAILED,0,Weekday
TXN00123,CUST0028,RECV0034,2786.07,21-06-2026,09:43:16,ANDROID,SUCCESSFUL,0,Weekend
TXN00124,CUST0152,RECV0009,266.78,22-02-2026,03:39:55,IOS,SUCCESSFUL,0,Weekend
TXN00125,CUST0115,RECV0061,4860.72,15-06-2026,09:44:42,WEB,FAILED,0,Weekday
TXN00126,CUST0199,RECV0081,6636.65,17-04-2026,00:47:16,ANDROID,SUCCESSFUL,0,Weekday
TXN00127,CUST0116,RECV0095,9957.95,12-06-2026,23:38:12,WEB,SUCCESSFUL,0,Weekday
TXN00128,CUST0151,RECV0026,525.7,25-04-2026,16:07:24,WEB,FAILED,1,Weekend
TXN00129,CUST0136,RECV0034,5970.56,03-02-2026,01:09:59,ANDROID,SUCCESSFUL,1,Weekday
TXN00130,CUST0155,RECV0141,1471.05,06-05-2026,10:33:14,WEB,SUCCESSFUL,0,Weekday
TXN00131,CUST0035,RECV0013,2252.48,10-05-2026,11:14:56,ANDROID,SUCCESSFUL,0,Weekend
TXN00132,CUST0170,RECV0012,6282.69,03-04-2026,20:00:07,WEB,SUCCESSFUL,0,Weekday
TXN00133,CUST0124,RECV0063,2146.73,14-06-2026,10:24:58,WEB,SUCCESSFUL,0,Weekend
TXN00134,CUST0198,RECV0073,8398.85,07-03-2026,16:51:32,IOS,SUCCESSFUL,1,Weekend
TXN00135,CUST0152,RECV0013,6225.49,16-06-2026,17:00:40,WEB,SUCCESSFUL,1,Weekday
TXN00136,CUST0110,RECV0027,3331.64,25-06-2026,23:49:27,WEB,SUCCESSFUL,0,Weekday
TXN00137,CUST0079,RECV0085,1728.01,07-01-2026,08:35:04,ANDROID,SUCCESSFUL,1,Weekday
TXN00138,CUST0133,RECV0104,503.19,15-04-2026,12:43:07,ANDROID,SUCCESSFUL,0,Weekday
TXN00139,CUST0033,RECV0087,959.47,30-05-2026,03:18:50,WEB,SUCCESSFUL,0,Weekend
TXN00140,CUST0045,RECV0113,4054.41,14-03-2026,00:30:10,WEB,SUCCESSFUL,0,Weekend
TXN00141,CUST0201,RECV0026,957.31,20-05-2026,20:23:00,WEB,SUCCESSFUL,1,Weekday
TXN00142,CUST0073,RECV0012,1346.29,01-02-2026,17:05:19,WEB,SUCCESSFUL,0,Weekend
TXN00143,CUST0177,RECV0132,528.02,24-02-2026,07:39:53,ANDROID,SUCCESSFUL,0,Weekday
TXN00144,CUST0093,RECV0014,1617.1,21-06-2026,14:41:35,WEB,SUCCESSFUL,0,Weekend
TXN00145,CUST0035,RECV0118,3629.81,06-03-2026,11:08:42,IOS,SUCCESSFUL,0,Weekday
TXN00146,CUST0146,RECV0148,3871.88,08-06-2026,10:39:42,IOS,SUCCESSFUL,0,Weekday
TXN00147,CUST0079,RECV0081,536.15,25-05-2026,00:20:15,ANDROID,SUCCESSFUL,0,Weekday
TXN00148,CUST0224,RECV0035,4338.76,12-03-2026,15:29:28,IOS,SUCCESSFUL,0,Weekday
TXN00149,CUST0250,RECV0026,1663.19,22-05-2026,04:57:34,IOS,SUCCESSFUL,0,Weekday
TXN00150,CUST0040,RECV0130,826.01,20-01-2026,18:25:49,WEB,SUCCESSFUL,0,Weekday
TXN00151,CUST0134,RECV0139,2266.92,20-05-2026,11:25:14,ANDROID,SUCCESSFUL,0,Weekday
TXN00152,CUST0149,RECV0131,1232.85,04-02-2026,16:00:42,IOS,SUCCESSFUL,0,Weekday
TXN00153,CUST0085,RECV0141,3073.41,12-05-2026,04:47:46,WEB,SUCCESSFUL,1,Weekday
TXN00154,CUST0021,RECV0060,2247.92,26-02-2026,07:02:42,IOS,SUCCESSFUL,0,Weekday
TXN00155,CUST0199,RECV0012,1579.69,01-05-2026,22:33:40,ANDROID,SUCCESSFUL,1,Weekday
TXN00156,CUST0135,RECV0045,771.54,29-05-2026,11:37:41,IOS,SUCCESSFUL,0,Weekday
TXN00157,CUST0129,RECV0058,1075.93,07-04-2026,11:31:50,IOS,SUCCESSFUL,0,Weekday
TXN00158,CUST0004,RECV0113,953.95,09-05-2026,08:13:09,WEB,SUCCESSFUL,1,Weekend
TXN00159,CUST0061,RECV0145,985.16,19-06-2026,21:30:30,IOS,SUCCESSFUL,0,Weekday
TXN00160,CUST0211,RECV0141,1575.32,06-01-2026,04:40:32,ANDROID,FAILED,0,Weekday
TXN00161,CUST0076,RECV0141,2481.49,15-01-2026,19:36:40,IOS,FAILED,0,Weekday
TXN00162,CUST0146,RECV0012,2673.6,22-01-2026,05:14:53,IOS,SUCCESSFUL,0,Weekday
TXN00163,CUST0094,RECV0068,3164.76,09-06-2026,10:59:29,WEB,SUCCESSFUL,0,Weekday
TXN00164,CUST0118,RECV0028,6374.07,07-04-2026,21:26:52,WEB,SUCCESSFUL,1,Weekday
TXN00165,CUST0067,RECV0001,538.09,04-06-2026,20:27:33,WEB,SUCCESSFUL,0,Weekday
TXN00166,CUST0220,RECV0124,970.15,28-02-2026,11:37:51,IOS,SUCCESSFUL,0,Weekend
TXN00167,CUST0051,RECV0088,1219.17,19-04-2026,09:38:56,ANDROID,SUCCESSFUL,0,Weekend
TXN00168,CUST0097,RECV0002,205.75,02-01-2026,16:00:24,ANDROID,SUCCESSFUL,0,Weekday
TXN00169,CUST0162,RECV0040,1402.81,15-04-2026,08:16:54,WEB,SUCCESSFUL,0,Weekday
TXN00170,CUST0188,RECV0026,1081.93,06-06-2026,13:35:50,ANDROID,SUCCESSFUL,0,Weekend
TXN00171,CUST0190,RECV0065,2966.07,24-05-2026,11:49:45,WEB,SUCCESSFUL,0,Weekend
TXN00172,CUST0061,RECV0042,6911.97,28-02-2026,12:50:21,WEB,SUCCESSFUL,0,Weekend
TXN00173,CUST0027,RECV0002,1511.5,11-02-2026,15:59:38,ANDROID,SUCCESSFUL,0,Weekday
TXN00174,CUST0135,RECV0010,751.32,26-02-2026,19:41:33,IOS,SUCCESSFUL,0,Weekday
TXN00175,CUST0030,RECV0113,415.73,14-02-2026,09:12:02,WEB,SUCCESSFUL,1,Weekend
TXN00176,CUST0119,RECV0073,4703.94,07-06-2026,00:10:05,WEB,SUCCESSFUL,0,Weekend
TXN00177,CUST0181,RECV0052,4576.52,21-06-2026,22:04:58,WEB,SUCCESSFUL,0,Weekend
TXN00178,CUST0179,RECV0071,575.02,30-03-2026,14:59:25,ANDROID,SUCCESSFUL,0,Weekday
TXN00179,CUST0090,RECV0144,4573.47,15-04-2026,16:16:56,ANDROID,SUCCESSFUL,1,Weekday
TXN00180,CUST0129,RECV0097,191.18,27-06-2026,10:49:29,ANDROID,SUCCESSFUL,0,Weekend
TXN00181,CUST0015,RECV0087,377.2,04-05-2026,21:44:14,ANDROID,SUCCESSFUL,0,Weekday
TXN00182,CUST0181,RECV0068,489.88,13-05-2026,12:43:47,ANDROID,SUCCESSFUL,0,Weekday
TXN00183,CUST0092,RECV0148,677.91,02-05-2026,05:47:43,IOS,SUCCESSFUL,0,Weekend
TXN00184,CUST0256,RECV0148,9914.3,21-02-2026,07:12:53,ANDROID,SUCCESSFUL,0,Weekend
TXN00185,CUST0183,RECV0031,2198.8,09-02-2026,21:31:39,WEB,FAILED,0,Weekday
TXN00186,CUST0022,RECV0081,922.7,04-05-2026,08:31:11,WEB,SUCCESSFUL,0,Weekday
TXN00187,CUST0144,RECV0012,6263.27,12-04-2026,15:34:02,IOS,SUCCESSFUL,1,Weekend
TXN00188,CUST0090,RECV0133,4492.58,28-04-2026,00:00:43,WEB,SUCCESSFUL,0,Weekday
TXN00189,CUST0052,RECV0067,5786.51,25-03-2026,07:17:30,IOS,SUCCESSFUL,0,Weekday
TXN00190,CUST0188,RECV0054,157.29,17-02-2026,11:54:25,IOS,SUCCESSFUL,0,Weekday
TXN00191,CUST0077,RECV0046,253.21,02-05-2026,20:33:34,ANDROID,SUCCESSFUL,0,Weekend
TXN00192,CUST0154,RECV0146,1334.81,06-03-2026,01:13:52,ANDROID,SUCCESSFUL,1,Weekday
TXN00193,CUST0050,RECV0067,384.7,26-04-2026,17:59:51,WEB,SUCCESSFUL,0,Weekend
TXN00194,CUST0211,RECV0051,1923.54,01-02-2026,20:34:11,WEB,SUCCESSFUL,0,Weekend
TXN00195,CUST0182,RECV0125,934.63,25-03-2026,02:24:39,IOS,SUCCESSFUL,0,Weekday
TXN00196,CUST0075,RECV0087,519.04,12-02-2026,18:25:54,WEB,SUCCESSFUL,0,Weekday
TXN00197,CUST0083,RECV0145,606.49,29-03-2026,08:38:41,WEB,SUCCESSFUL,0,Weekend
TXN00198,CUST0186,RECV0116,854.29,31-05-2026,00:08:46,ANDROID,SUCCESSFUL,0,Weekend
TXN00199,CUST0041,RECV0087,1996.73,23-02-2026,17:03:01,IOS,SUCCESSFUL,1,Weekday
TXN00200,CUST0043,RECV0141,3823.06,27-01-2026,09:14:15,IOS,SUCCESSFUL,1,Weekday
TXN00201,CUST0065,RECV0044,308.52,03-02-2026,15:29:55,IOS,SUCCESSFUL,1,Weekday
TXN00202,CUST0228,RECV0139,640.72,04-02-2026,14:40:47,WEB,SUCCESSFUL,0,Weekday
TXN00203,CUST0223,RECV0137,1003.42,15-05-2026,15:34:14,IOS,SUCCESSFUL,0,Weekday
TXN00204,CUST0158,RECV0040,1711.89,04-04-2026,16:52:48,ANDROID,SUCCESSFUL,0,Weekend
TXN00205,CUST0147,RECV0126,618.84,01-05-2026,09:00:49,IOS,SUCCESSFUL,0,Weekday
TXN00206,CUST0119,RECV0049,307.27,02-01-2026,13:25:15,WEB,SUCCESSFUL,0,Weekday
TXN00207,CUST0200,RECV0087,192.67,07-04-2026,16:48:51,ANDROID,SUCCESSFUL,0,Weekday
TXN00208,CUST0140,RECV0137,5130.17,14-03-2026,06:54:04,IOS,SUCCESSFUL,0,Weekend
TXN00209,CUST0057,RECV0116,1020.11,13-06-2026,15:12:20,WEB,FAILED,0,Weekend
TXN00210,CUST0012,RECV0073,1616.49,17-02-2026,14:46:00,WEB,SUCCESSFUL,0,Weekday
TXN00211,CUST0008,RECV0125,4577.88,07-05-2026,11:29:44,IOS,SUCCESSFUL,0,Weekday
TXN00212,CUST0042,RECV0125,501.41,07-02-2026,08:52:24,ANDROID,SUCCESSFUL,1,Weekend
TXN00213,CUST0128,RECV0114,3817.08,09-04-2026,06:29:47,ANDROID,SUCCESSFUL,0,Weekday
TXN00214,CUST0107,RECV0080,1493.68,02-05-2026,20:46:02,ANDROID,SUCCESSFUL,0,Weekend
TXN00215,CUST0063,RECV0077,374.23,06-03-2026,21:13:07,ANDROID,SUCCESSFUL,0,Weekday
TXN00216,CUST0167,RECV0034,1003.57,04-01-2026,07:00:02,IOS,SUCCESSFUL,0,Weekend
TXN00217,CUST0031,RECV0040,1228.35,16-01-2026,04:31:14,ANDROID,SUCCESSFUL,0,Weekday
TXN00218,CUST0178,RECV0006,7644.13,23-04-2026,23:08:16,IOS,SUCCESSFUL,0,Weekday
TXN00219,CUST0141,RECV0142,2542.3,03-06-2026,04:28:18,WEB,SUCCESSFUL,0,Weekday
TXN00220,CUST0188,RECV0026,948.58,27-04-2026,05:56:01,WEB,SUCCESSFUL,0,Weekday
TXN00221,CUST0123,RECV0138,3230.69,24-03-2026,16:43:31,ANDROID,SUCCESSFUL,0,Weekday
TXN00222,CUST0145,RECV0083,3985.91,24-03-2026,01:53:08,ANDROID,SUCCESSFUL,1,Weekday
TXN00223,CUST0104,RECV0026,467.93,28-01-2026,21:31:33,IOS,SUCCESSFUL,1,Weekday
TXN00224,CUST0132,RECV0019,392.79,13-01-2026,15:59:56,WEB,SUCCESSFUL,1,Weekday
TXN00225,CUST0032,RECV0107,308.66,03-04-2026,01:52:39,WEB,SUCCESSFUL,0,Weekday
TXN00226,CUST0037,RECV0148,74.78,19-03-2026,03:46:14,ANDROID,SUCCESSFUL,0,Weekday
TXN00227,CUST0099,RECV0146,191.03,15-05-2026,17:47:35,ANDROID,SUCCESSFUL,0,Weekday
TXN00228,CUST0184,RECV0110,2168.11,22-06-2026,05:35:25,ANDROID,SUCCESSFUL,0,Weekday
TXN00229,CUST0081,RECV0114,1425.76,17-05-2026,17:20:54,IOS,SUCCESSFUL,0,Weekend
TXN00230,CUST0221,RECV0145,2544.69,24-03-2026,17:59:47,IOS,SUCCESSFUL,0,Weekday
TXN00231,CUST0230,RECV0073,4448.76,12-04-2026,00:33:08,WEB,SUCCESSFUL,0,Weekend
TXN00232,CUST0004,RECV0055,1633.71,18-03-2026,22:52:17,ANDROID,SUCCESSFUL,0,Weekday
TXN00233,CUST0080,RECV0145,4833.62,25-01-2026,07:14:16,WEB,SUCCESSFUL,1,Weekend
TXN00234,CUST0205,RECV0020,2597.05,26-05-2026,05:31:52,IOS,SUCCESSFUL,0,Weekday
TXN00235,CUST0049,RECV0010,904.23,02-06-2026,12:05:49,WEB,SUCCESSFUL,0,Weekday
TXN00236,CUST0179,RECV0031,546.56,22-04-2026,23:41:54,ANDROID,SUCCESSFUL,0,Weekday
TXN00237,CUST0196,RECV0073,463.05,14-01-2026,04:20:32,WEB,SUCCESSFUL,0,Weekday
TXN00238,CUST0026,RECV0101,571.29,22-06-2026,18:32:05,WEB,SUCCESSFUL,0,Weekday
TXN00239,CUST0202,RECV0087,628.18,07-02-2026,01:35:25,WEB,SUCCESSFUL,0,Weekend
TXN00240,CUST0257,RECV0034,467.99,22-04-2026,17:12:31,IOS,SUCCESSFUL,0,Weekday
TXN00241,CUST0101,RECV0135,3839.98,24-05-2026,08:49:27,ANDROID,SUCCESSFUL,0,Weekend
TXN00242,CUST0046,RECV0109,2596.44,29-01-2026,10:22:38,ANDROID,SUCCESSFUL,0,Weekday
TXN00243,CUST0087,RECV0114,136.46,31-03-2026,01:59:52,IOS,SUCCESSFUL,0,Weekday
